annee_deb_couv,mois_deb_couv,annee_fin_couv,mois_fin_couv,AGRUMES,ALCOOL_DE_BOUCHE,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS,APPAREILS_ET_MATERIEL_THERAPEUTIQUES,ARTICLES_DE_BIJOUTERIE_ET_D_HORLOGERIE,ASSURANCE_TRANSPORT,AUTOMOBILE,AUTRES_ARTICLES_VESTIMENTAIRES_ET_ACCESSOIRES_D_HABILLEMENT,AUTRES_CONSERVES_DE_POISSONS,AUTRES_EFFETS_PERSONNELS,AUTRES_FRUITS_FRAIS,AUTRES_MATIERES_GRASSES,AUTRES_PRODUITS_A_BASE_DE_TUBERCULES_ET_DE_PLANTAIN,AUTRES_PRODUITS_FRAIS_DE_MER_OU_DE_FLEUVE,AUTRES_SERVICES_N.C.A.,AUTRES_SERVICES_RELATIFS_AUX_VEHICULES_PERSONNELS,BEURRE_MARGARINE,BIENS_ET_SERVICES_DIVERS,BIERE,BOEUF,BOISSONS_ALCOOLISEES_TABAC_ET_STUPEFIANTS,BOISSONS_NON_ALCOOLISEES_ARTISANALES,BOISSONS_NON_ALCOOLISEES_INDUSTRIELLES,CAFE_THE_CACAO_ET_AUTRES_VEGETAUX_POUR_TISANES,CANTINES,CARBURANTS_ET_LUBRIFIANTS,CEREALES_NON_TRANSFORMEES,CHARCUTERIE_ET_CONSERVES_AUTRES_VIANDES_ET_PREPARATIONS_A_BASE_DE_VIANDE,COMBUSTIBLES_LIQUIDES,COMBUSTIBLES_SOLIDES_ET_AUTRES,COMMUNICATION,COMMUNICATION_TELEPHONIQUE,CONFECTION_ET_REPARATIONS_VETEMENTS_ENFANTS,CONFECTION_ET_REPARATIONS_VETEMENTS_FEMMES,CONFECTION_ET_REPARATIONS_VETEMENTS_HOMMES,CONFITURE_MIEL_CHOCOLAT_ET_CONFISERIE,CYCLE_MOTOCYCLE_ET_VEHICULE_A_TRACTION_ANIMALE,ENSEIGNEMENT,ENSEIGNEMENT_NON_DEFINI_PAR_NIVEAU,ENSEIGNEMENT_POST_SECONDAIRE_NON_SUPERIEUR,ENSEIGNEMENT_PRE_ELEMENTAIRE_ET_PRIMAIRE,ENSEIGNEMENT_SECONDAIRE,ENSEIGNEMENT_SUPERIEUR,ENTRETIEN_ET_REPARATIONS_DE_VEHICULES_PARTICULIERS,EQUIPEMENT_PHOTOGRAPHIQUE_CINEMATOGRAPHIQUE_OPTIQUE_AUTRE_BIEN_DURABLE_A_FONCTION_RECREATIVE_ET_CULTURELLE,FARINES_SEMOULES_ET_GRUAUX,FORFAIT_ET_CIRCUITS_TOURISTIQUES_COMPOSITES,FRAIS_DE_CONNEXION_INTERNET_ET_ASSIMILES,FRUITS_SECS_ET_NOIX,HOTELS_ET_AUTRES_SERVICES_D_HEBERGEMENT,HUILES,IHPC,InflationGliss,JEUX_DE_HASARD,JEUX_ET_JOUETS_PASSE_TEMPS_ET_ARTICLES_DE_SPORT_MATERIEL_C,JOURNAUX_ET_PUBLICATIONS_PERIODIQUES,LAIT,LAITS_INFANTILES_ET_FARINES_LACTEES_POUR_BEBE,LEGUMES_FRAIS_EN_FEUILLES,LEGUMES_FRAIS_EN_FRUITS_OU_RACINE,LEGUMES_SECS_ET_OLEAGINEUX,LIVRES_SCOLAIRES_ET_AUTRES_LIVRES,LOISIRS_ET_CULTURE,LOYERS_EFFECTIFS_DES_LOCATAIRES_ET_SOUS_LOCATAIRES,MATERIEL_DE_TELEPHONIE_ET_DE_TELECOPIE,MATERIEL_DE_TRAITEMENT_DE_L_INFORMATION_ET_SUPPORTS_D_ENREGISTREMENT_DE_L_IMAGE_ET_DU_SON,MEDICAMENTS_MODERNES,MEDICAMENTS_TRADITIONNELS,MOUTON_CHEVRE,NETTOYAGE_ET_BLANCHISSAGE_DES_VETEMENTS,OEUFS,OUTILLAGE_MATERIEL_ET_ACCESSOIRES_DIVERS,PAINS,PAPETERIE_ET_IMPRIMES_DIVERS,PATES_ALIMENTAIRES,PATISSERIES_GATEAUX_BISCUITS_VIENOISERIES,PIECES_DETACHEES_ET_ACCESSOIRES,POISSONS_ET_AUTRES_PRODUITS_SECHES_OU_FUMES,POISSONS_FRAIS,PORC,PRODUITS_ALIMENTAIRES_ET_BOISSONS_NON_ALCOOLISEES,PRODUITS_LAITIERS,PRODUITS_MEDICAUX_DIVERS,PRODUITS_POUR_L_ENTRETIEN_ET_REPARATION_COURANTE,PRODUITS_POUR_SOINS_CORPORELS,PROTECTION_SOCIALE_ET_AUTRES_ASSURANCES,REPARATION_ET_LOCATION_D_ARTICLES_CHAUSSANTS,RESTAURANTS_CAFES_ET_ETABLISSEMENTS_SIMILAIRES,RESTAURANTS_ET_HOTELS,SALONS_DE_COIFFURE_ET_INSTITUTS_DE_SOINS_ET_DE_BEAUTE,SANTE,SEL_EPICES_SAUCES_ET_PRODUITS_ALIMENTAIRES_N.D.A,SERVICES_CULTURELS_RECREATIFS_ET_SPORTIFS,SERVICES_DES_AUXILIAIRES_MEDICAUX,SERVICES_DE_LABORATOIRES_ET_DE_RADIOLOGIE,SERVICES_DOMESTIQUES,SERVICES_D_ENTRETIEN_ET_DE_REPARATIONS_COURANTES,SERVICES_FINANCIERS,SERVICES_HOSPITALIERS,SERVICES_MEDICAUX_ET_DENTAIRES,SERVICES_POSTAUX,SERVICES_POUR_L_HABITATION_SAUF_SERVICES_DOMESTIQUES,SOUS_VETEMENTS_FEMMES,SOUS_VETEMENTS_HOMMES,SUCRE,TABAC_ET_STUPEFIANTS,TENUES_SCOLAIRES,TISSUS_D_HABILLEMENT,TRANSPORTS,TRANSPORT_AERIEN_DE_PASSAGERS,TRANSPORT_ROUTIER_DE_PASSAGERS,TUBERCULES_ET_PLANTAIN,VETEMENTS_DE_DESSUS_FEMMES,VETEMENTS_DE_DESSUS_HOMMES,VETEMENTS_ENFANTS_(3_A_13_ANS)_ET_NOURRISSONS_(0_A_2_ANS),VIN_ET_BOISSONS_FERMENTEES,VOLAILLE
1998,5,1998,5,,,,,,,,,,,,,,,,,,,105.7240643939394,,,104.25524390243903,,,,,,,,,,124.42435359116024,,,,,,,105.603,,,,,,,,,,,,,,46.05,7.525713695955538,,,,,,,,,,102.72697951582867,,,,,,,,,,,,,,,,,,127.16311943189156,,,,,,,,107.2287961007311,,103.99036637931036,,,,,,,,,,,,,,,,,,102.3038331595412,,,,,,,,
1998,6,1998,6,,,,,,,,,,,,,,,,,,,106.26295833333332,,,104.14979674796749,,,,,,,,,,111.45985635359116,,,,,,,105.603,,,,,,,,,,,,,,46.59,7.682616338148818,,,,,,,,,,102.45936685288642,,,,,,,,,,,,,,,,,,131.8766126533247,,,,,,,,107.18019415109669,,105.03034482758622,,,,,,,,,,,,,,,,,,102.4324984358707,,,,,,,,
1998,7,1998,7,,,,,,,,,,,,,,,,,,,106.0304431818182,,,104.27670731707316,,,,,,,,,,111.45985635359116,,,,,,,105.603,,,,,,,,,,,,,,45.8,5.954643059157494,,,,,,,,,,102.41738919925513,,,,,,,,,,,,,,,,,,125.31296965784377,,,,,,,,107.18019415109669,,105.88630387931036,,,,,,,,,,,,,,,,,,102.2882794577685,,,,,,,,
1998,8,1998,8,,,,,,,,,,,,,,,,,,,107.02519696969696,,,104.2781869918699,,,,,,,,,,111.45985635359116,,,,,,,105.603,,,,,,,,,,,,,,45.23,3.983599508272895,,,,,,,,,,102.62856983240223,,,,,,,,,,,,,,,,,,120.59835119431892,,,,,,,,107.18019415109669,,105.12316379310344,,,,,,,,,,,,,,,,,,102.54172054223147,,,,,,,,
1998,9,1998,9,,,,,,,,,,,,,,,,,,,107.00944696969697,,,104.3589674796748,,,,,,,,,,108.53121546961324,,,,,,,105.603,,,,,,,,,,,,,,44.57,2.204196642960188,,,,,,,,,,102.69199255121045,,,,,,,,,,,,,,,,,,115.73692123950936,,,,,,,,107.26053614947196,,104.30471767241382,,,,,,,,,,,,,,,,,,102.31882168925964,,,,,,,,
1998,10,1998,10,,,,,,,,,,,,,,,,,,,106.9919962121212,,,104.53147154471546,,,,,,,,,,108.53121546961324,,,,,,,104.598,,,,,,,,,,,,,,44.15,1.931096169801183,,,,,,,,,,102.91307821229051,,,,,,,,,,,,,,,,,,111.57641220142028,,,,,,,,108.58072380178716,,104.23384913793106,,,,,,,,,,,,,,,,,,102.26543899895724,,,,,,,,
1998,11,1998,11,,,,,,,,,,,,,,,,,,,106.9313787878788,,,103.96856910569106,,,,,,,,,,108.53121546961324,,,,,,,106.048,,,,,,,,,,,,,,44.24,2.434178514440166,,,,,,,,,,103.1268137802607,,,,,,,,,,,,,,,,,,110.77777533892836,,,,,,,,109.4525832656377,,104.6254676724138,,,,,,,,,,,,,,,,,,101.20375286757036,,,,,,,,
1998,12,1998,12,,,,,,,,,,,,,,,,,,,106.93745833333334,,,103.99752032520324,,,,,,,,,,108.53121546961324,,,,,,,106.048,,,,,,,,,,,,,,44.28,2.000027469994081,,,,,,,,,,103.04687337057727,,,,,,,,,,,,,,,,,,111.13549774047772,,,,,,,,109.87909017059302,,104.7544978448276,,,,,,,,,,,,,,,,,,101.03956308654848,,,,,,,,
1999,1,1999,1,,,,,,,,,,,,,,,,,,,106.35103787878788,,,103.6838943089431,,,,,,,,,,108.12604419889504,,,,,,,106.048,,,,,,,,,,,,,,44.9,1.8714821422243453,,,,,,,,,,102.20723277467413,,,,,,,,,,,,,,,,,,114.49545125887671,,,,,,,,112.24669943135665,,104.27675646551724,,,,,,,,,,,,,,,,,,99.87879353493224,,,,,,,,
1999,2,1999,2,,,,,,,,,,,,,,,,,,,106.43596212121211,,,103.44674796747968,,,,,,,,,,108.12604419889504,,,,,,,106.048,,,,,,,,,,,,,,44.98,1.2510412489332046,,,,,,,,,,102.09319925512104,,,,,,,,,,,,,,,,,,114.44891284699808,,,,,,,,112.5978237205524,,105.36642025862068,,,,,,,,,,,,,,,,,,99.81477685088632,,,,,,,,
1999,3,1999,3,,,,,,,,,,,,,,,,,,,106.50897348484848,,,103.86334959349595,,,,,,,,,,108.12604419889504,,,,,,,106.048,,,,,,,,,,,,,,44.9,0.4805700697166237,,,,,,,,,,102.08847672253258,,,,,,,,,,,,,,,,,,113.66086410587477,,,,,,,,112.9896149471974,,105.45682327586206,,,,,,,,,,,,,,,,,,99.40412930135558,,,,,,,,
1999,4,1999,4,,,,,,,,,,,,,,,,,,,106.5839962121212,,,103.58833333333337,,,,,,,,,,118.93093922651934,,,,,,,106.048,,,,,,,,,,,,,,44.94,-0.5811570777652264,,,,,,,,,,102.10753445065176,,,,,,,,,,,,,,,,,,112.80571981923822,,,,,,,,112.9896149471974,,105.13193534482758,,,,,,,,,,,,,,,,,,99.88476746611052,,,,,,,,
1999,5,1999,5,,,,,,,,,,,,,,,,,,,106.35976136363637,,,103.780081300813,,,,,,,,,,121.90285082872929,,,,,,,106.048,,,,,,,,,,,,,,45.1,-2.0929322523993377,,,,,,,,,,102.10782495344507,,,,,,,,,,,,,,,,,,114.2542414460943,,,,,,,,112.9896149471974,,104.72793103448276,,,,,,,,,,,,,,,,,,100.0601293013556,,,,,,,,
1999,6,1999,6,,,,,,,,,,,,,,,,,,,108.31557196969696,,,104.0579756097561,,,,,,,,,,121.90285082872929,,,,,,,106.176,,,,,,,,,,,,,,45.39,-2.59258096299555,,,,,,,,,,103.9396387337058,,,,,,,,,,,,,,,,,,115.93914073595866,,,,,,,,113.14434768480908,,104.84748491379312,,,,,,,,,,,,,,,,,,100.0601293013556,,,,,,,,
1999,7,1999,7,,,,,,,,,,,,,,,,,,,108.48739015151514,,,104.09880487804878,,,,,,,,,,121.97650828729282,,,,,,,106.176,,,,,,,,,,,,,,45.47,-0.6468863256342883,,,,,,,,,,103.77786964618252,,,,,,,,,,,,,,,,,,116.2906946417043,,,,,,,,113.14434768480908,,104.75922629310344,,,,,,,,,,,,,,,,,,100.0601293013556,,,,,,,,
1999,8,1999,8,,,,,,,,,,,,,,,,,,,108.60479924242424,,,104.19460162601628,,,,,,,,,,121.90285082872929,,,,,,,106.176,,,,,,,,,,,,,,46.01,1.7019146769112314,,,,,,,,,,103.77786964618252,,,,,,,,,,,,,,,,,,115.98109554551326,,,,,,,,113.14434768480908,,103.55860129310344,,,,,,,,,,,,,,,,,,114.72592700729928,,,,,,,,
1999,9,1999,9,,,,,,,,,,,,,,,,,,,108.60479924242424,,,104.04879674796749,,,,,,,,,,121.90285082872929,,,,,,,106.176,,,,,,,,,,,,,,46.05,3.3475485711838004,,,,,,,,,,103.75371135940412,,,,,,,,,,,,,,,,,,114.3465645577792,,,,,,,,113.14434768480908,,104.22852586206896,,,,,,,,,,,,,,,,,,118.01320959332637,,,,,,,,
1999,10,1999,10,,,,,,,,,,,,,,,,,,,108.58714015151514,,,104.15057723577236,,,,,,,,,,121.90285082872929,,,,,,,109.707,,,,,,,,,,,,,,45.43,2.8685005904721894,,,,,,,,,,104.05132588454376,,,,,,,,,,,,,,,,,,109.69274273724984,,,,,,,,113.10864012997564,,104.56086853448276,,,,,,,,,,,,,,,,,,118.08014389989572,,,,,,,,
1999,11,1999,11,,,,,,,,,,,,,,,,,,,108.95289772727271,,,104.04356910569108,,,,,,,,,,121.90285082872929,,,,,,,108.671,,,,,,,,,,,,,,44.94,1.5969062646755905,,,,,,,,,,104.22917690875234,,,,,,,,,,,,,,,,,,106.01177598450612,,,,,,,,113.10864012997564,,104.35646551724136,,,,,,,,,,,,,,,,,,118.08025234619396,,,,,,,,
1999,12,1999,12,,,,,,,,,,,,,,,,,,,108.91519318181818,,,103.7736910569106,,,,,,,,,,121.90285082872929,,,,,,,108.671,,,,,,,,,,,,,,44.98,1.5563992041272234,,,,,,,,,,104.22917690875234,,,,,,,,,,,,,,,,,,106.3775067785668,,,,,,,,113.10864012997564,,104.31766594827585,,,,,,,,,,,,,,,,,,118.37215849843588,,,,,,,,
2000,1,2000,1,,,,,,,,,,,,,,,,,,,108.89757575757574,,,103.88577235772355,,,,,,,,,,121.90088397790052,,,,,,,108.67,,,,,,,,,,,,,,45.14,0.534645683417434,,,,,,,,,,104.42601489757914,,,,,,,,,,,,,,,,,,107.17371852808265,,,,,,,,113.10268887083672,,104.35163793103447,,,,,,,,,,,,,,,,,,118.07161626694472,,,,,,,,
2000,2,2000,2,,,,,,,,,,,,,,,,,,,108.91567045454543,,,103.86539024390244,,,,,,,,,,119.47182320441988,,,,,,,108.671,,,,,,,,,,,,,,45.14,0.3146611040936831,,,,,,,,,,104.50266480446928,,,,,,,,,,,,,,,,,,107.0352385409942,,,,,,,,113.13145329000814,,104.6050129310345,,,,,,,,,,,,,,,,,,118.35542857142858,,,,,,,,
2000,3,2000,3,,,,,,,,,,,,,,,,,,,108.63517424242424,,,104.09024390243904,,,,,,,,,,119.47182320441988,,,,,,,108.676,,,,,,,,,,,,,,45.76,1.9546990452725896,,,,,,,,,,104.63785847299816,,,,,,,,,,,,,,,,,,112.1915190445449,,,,,,,,113.75236799350122,,105.27725862068964,,,,,,,,,,,,,,,,,,118.36697810218978,,,,,,,,
2000,4,2000,4,,,,,,,,,,,,,,,,,,,108.91198106060604,,,103.84936585365854,,,,,,,,,,123.13213259668508,,,,,,,108.676,,,,,,,,,,,,,,46.09,2.546709022318949,,,,,,,,,,104.6486852886406,,,,,,,,,,,,,,,,,,114.46394318915432,,,,,,,,113.81329406986193,,104.91515086206896,,,,,,,,,,,,,,,,,,119.27580604796664,,,,,,,,
2000,5,2000,5,,,,,,,,,,,,,,,,,,,108.96973106060608,,,104.28069105691056,,,,,,,,,,123.31629281767955,,,,,,,108.676,,,,,,,,,,,,,,46.46,2.942039259217477,,,,,,,,,,104.6486852886406,,,,,,,,,,,,,,,,,,115.39122401549388,,,,,,,,117.78075060926076,,104.51346336206896,,,,,,,,,,,,,,,,,,118.44998123044836,,,,,,,,
2000,6,2000,6,,,,,,,,,,,,,,,,,,,108.96925378787878,,,104.63434959349593,,,,,,,,,,123.31629281767955,,,,,,,108.676,,,,,,,,,,,,,,47.04,3.697038723625812,,,,,,,,,,104.6486852886406,,,,,,,,,,,,,,,,,,119.18984538411878,,,,,,,,117.78075060926076,,105.52359267241378,,,,,,,,,,,,,,,,,,121.00318769551616,,,,,,,,
2000,7,2000,7,,,,,,,,,,,,,,,,,,,109.01889015151514,,,104.97871544715449,,,,,,,,,,123.31629281767955,,,,,,,108.676,,,,,,,,,,,,,,47.12,3.584339867868813,,,,,,,,,,104.7096797020484,,,,,,,,,,,,,,,,,,119.10120884441578,,,,,,,,117.78075060926076,,105.38801293103448,,,,,,,,,,,,,,,,,,121.0937330552659,,,,,,,,
2000,8,2000,8,,,,,,,,,,,,,,,,,,,111.12967045454546,,,106.16344715447154,,,,,,,,,,123.31629281767955,,,,,,,108.676,,,,,,,,,,,,,,47.29,2.8081683062488816,,,,,,,,,,105.60501303538176,,,,,,,,,,,,,,,,,,116.3094919302776,,,,,,,,121.24480503655565,,106.8443469827586,,,,,,,,,,,,,,,,,,123.38996767466112,,,,,,,,
2000,9,2000,9,,,,,,,,,,,,,,,,,,,111.33252651515151,,,106.88,,,,,,,,,,123.31629281767955,,,,,,,111.678,,,,,,,,,,,,,,46.92,1.8803349563240257,,,,,,,,,,105.61302979515828,,,,,,,,,,,,,,,,,,112.8129644932214,,,,,,,,121.24480503655565,,106.672125,,,,,,,,,,,,,,,,,,123.66498957247131,,,,,,,,
2000,10,2000,10,,,,,,,,,,,,,,,,,,,111.48954924242425,,,106.82148780487806,,,,,,,,,,123.31629281767955,,,,,,,111.678,,,,,,,,,,,,,,46.79,3.014389338433965,,,,,,,,,,105.83086405959033,,,,,,,,,,,,,,,,,,111.47940316333118,,,,,,,,121.2457969130788,,107.10506681034484,,,,,,,,,,,,,,,,,,125.25115641293011,,,,,,,,
2000,11,2000,11,,,,,,,,,,,,,,,,,,,111.48954924242425,,,106.7890487804878,,,,,,,,,,123.31629281767955,,,,,,,113.014,,,,,,,,,,,,,,46.51,3.470417684887161,,,,,,,,,,105.83694227188082,,,,,,,,,,,,,,,,,,108.96076888315044,,,,,,,,121.2457969130788,,106.8142349137931,,,,,,,,,,,,,,,,,,125.25115641293011,,,,,,,,
2000,12,2000,12,,,,,,,,,,,,,,,,,,,111.44326136363637,,,106.21231707317077,,,,,,,,,,123.31629281767955,,,,,,,113.014,,,,,,,,,,,,,,46.59,3.5995230660006428,,,,,,,,,,105.83694227188082,,,,,,,,,,,,,,,,,,109.50881439638478,,,,,,,,121.2457969130788,,106.35023060344824,,,,,,,,,,,,,,,,,,125.33223879040668,,,,,,,,
2001,1,2001,1,,,,,,,,,,,,,,,,,,,112.35556439393936,,,106.16363414634148,,,,,,,,,,123.31629281767955,,,,,,,113.014,,,,,,,,,,,,,,47.41,5.016059174521059,,,,,,,,,,105.8453165735568,,,,,,,,,,,,,,,,,,114.8633544222079,,,,,,,,121.54335987002436,,106.95550862068966,,,,,,,,,,,,,,,,,,125.81701772679874,,,,,,,,
2001,2,2001,2,,,,,,,,,,,,,,,,,,,112.45864015151514,,,106.00642276422764,,,,,,,,,,123.31629281767955,,,,,,,113.014,,,,,,,,,,,,,,47.66,5.600943298854766,,,,,,,,,,105.8453165735568,,,,,,,,,,,,,,,,,,116.21584570690769,,,,,,,,121.21207311129164,,107.3837004310345,,,,,,,,,,,,,,,,,,126.55755891553702,,,,,,,,
2001,3,2001,3,,,,,,,,,,,,,,,,,,,112.14503787878787,,,112.09773983739836,,,,,,,,,,126.24493370165744,,,,,,,113.014,,,,,,,,,,,,,,47.93,4.701259113398626,,,,,,,,,,105.74430353817505,,,,,,,,,,,,,,,,,,117.9856794706262,,,,,,,,121.29340698619008,,108.67253448275864,,,,,,,,,,,,,,,,,,126.84302085505736,,,,,,,,
2001,4,2001,4,,,,,,,,,,,,,,,,,,,112.08251515151515,,,112.0111300813008,,,,,,,,,,132.4178950276243,,,,,,,113.014,,,,,,,,,,,,,,48.12,4.376890270223788,,,,,,,,,,105.74430353817505,,,,,,,,,,,,,,,,,,118.47358618463528,,,,,,,,121.29340698619008,,107.83201939655171,,,,,,,,,,,,,,,,,,126.84302085505736,,,,,,,,
2001,5,2001,5,,,,,,,,,,,,,,,,,,,111.8260037878788,,,116.3038943089431,,,,,,,,,,132.4178950276243,,,,,,,113.014,,,,,,,,,,,,,,48.69,4.880905302212901,,,,,,,,,,105.76572625698324,,,,,,,,,,,,,,,,,,121.207894448031,,,,,,,,124.9206994313566,,108.11990086206896,,,,,,,,,,,,,,,,,,126.84302085505736,,,,,,,,
2001,6,2001,6,,,,,,,,,,,,,,,,,,,111.71466287878788,,,116.24879674796748,,,,,,,,,,132.4178950276243,,,,,,,113.014,,,,,,,,,,,,,,48.98,4.128715255874349,,,,,,,,,,105.7511005586592,,,,,,,,,,,,,,,,,,123.89200936087796,,,,,,,,124.9206994313566,,107.38238146551724,,,,,,,,,,,,,,,,,,126.88862669447342,,,,,,,,
2001,7,2001,7,,,,,,,,,,,,,,,,,,,111.7444962121212,,,116.62072357723578,,,,,,,,,,132.4178950276243,,,,,,,113.014,,,,,,,,,,,,,,48.84,3.663044812479321,,,,,,,,,,105.74489571694596,,,,,,,,,,,,,,,,,,122.22701323434474,,,,,,,,124.9206994313566,,107.92757327586207,,,,,,,,,,,,,,,,,,126.88862669447342,,,,,,,,
2001,8,2001,8,,,,,,,,,,,,,,,,,,,111.83851893939394,,,116.85130894308944,,,,,,,,,,134.03858011049724,,,,,,,113.014,,,,,,,,,,,,,,48.81,3.215501535115095,,,,,,,,,,105.7432867783985,,,,,,,,,,,,,,,,,,121.60785474499674,,,,,,,,124.9206994313566,,108.57779741379308,,,,,,,,,,,,,,,,,,126.88862669447342,,,,,,,,
2001,9,2001,9,,,,,,,,,,,,,,,,,,,112.6864431818182,,,117.13678861788615,,,,,,,,,,134.03858011049724,,,,,,,112.382,,,,,,,,,,,,,,48.53,3.4670368557699893,,,,,,,,,,105.6741582867784,,,,,,,,,,,,,,,,,,119.4213941252421,,,,,,,,124.9206994313566,,108.29325862068966,,,,,,,,,,,,,,,,,,126.88862669447342,,,,,,,,
2001,10,2001,10,,,,,,,,,,,,,,,,,,,113.49164015151516,,,118.3291138211382,,,,,,,,,,143.76269060773478,,,,,,,108.707,,,,,,,,,,,,,,48.63,3.899019960210315,,,,,,,,,,107.28309124767225,,,,,,,,,,,,,,,,,,117.656024854745,,,,,,,,127.98758164094232,,108.31701293103448,,,,,,,,,,,,,,,,,,127.4249353493222,,,,,,,,
2001,11,2001,11,,,,,,,,,,,,,,,,,,,114.39242045454544,,,118.55936585365852,,,,,,,,,,143.76269060773478,,,,,,,108.591,,,,,,,,,,,,,,48.68,4.714284464960095,,,,,,,,,,107.38683240223465,,,,,,,,,,,,,,,,,,117.27914945125886,,,,,,,,128.41309666937448,,107.61536422413792,,,,,,,,,,,,,,,,,,127.42541918665276,,,,,,,,
2001,12,2001,12,,,,,,,,,,,,,,,,,,,115.30650378787878,,,119.24743089430896,,,,,,,,,,143.76269060773478,,,,,,,108.591,,,,,,,,,,,,,,48.82,4.77846636290391,,,,,,,,,,107.0198472998138,,,,,,,,,,,,,,,,,,117.19864460942546,,,,,,,,129.81858570268076,,108.79663793103448,,,,,,,,,,,,,,,,,,127.43913347236705,,,,,,,,
2002,1,2002,1,,,,,,,,,,,,,,,,,,,113.81766666666668,,,133.68617886178862,,,,,,,,,,143.76269060773478,,,,,,,108.591,,,,,,,,,,,,,,49.51,4.4644417837967465,,,,,,,,,,106.7641508379888,,,,,,,,,,,,,,,,,,120.81212072304712,,,,,,,,128.51781397238017,,111.17267672413792,,,,,,,,,,,,,,,,,,126.4102054223149,,,,,,,,
2002,2,2002,2,,,,,,,,,,,,,,,,,,,113.32490151515152,,,133.32511382113822,,,,,,,,,,143.76269060773478,,,,,,,108.591,,,,,,,,,,,,,,49.53,3.926753669928673,,,,,,,,,,107.57052327746742,,,,,,,,,,,,,,,,,,121.6150235635894,,,,,,,,128.3214224207961,,110.68088577586204,,,,,,,,,,,,,,,,,,126.4983795620438,,,,,,,,
2002,3,2002,3,,,,,,,,,,,,,,,,,,,112.39805303030305,,,133.28447967479676,,,,,,,,,,155.42316574585635,,,,,,,108.591,,,,,,,,,,,,,,49.53,3.350357889468558,,,,,,,,,,106.93745065176908,,,,,,,,,,,,,,,,,,122.16768786313752,,,,,,,,127.66678391551584,,111.40814224137932,,,,,,,,,,,,,,,,,,126.57843274244004,,,,,,,,
2002,4,2002,4,,,,,,,,,,,,,,,,,,,111.69115151515152,,,133.3999674796748,,,,,,,,,,159.08347513812154,,,,,,,108.591,,,,,,,,,,,,,,49.68,3.260649628822132,,,,,,,,,,104.15094413407822,,,,,,,,,,,,,,,,,,124.17474370561652,,,,,,,,127.6886051990252,,111.8612780172414,,,,,,,,,,,,,,,,,,126.51122106360792,,,,,,,,
2002,5,2002,5,,,,,,,,,,,,,,,,,,,111.76512878787878,,,133.07185365853658,,,,,,,,,,159.08347513812154,,,,,,,108.591,,,,,,,,,,,,,,49.76,2.176168319385696,,,,,,,,,,103.96702234636872,,,,,,,,,,,,,,,,,,125.70305003227884,,,,,,,,127.50609991876524,,111.5863103448276,,,,,,,,,,,,,,,,,,126.58978623566216,,,,,,,,
2002,6,2002,6,,,,,,,,,,,,,,,,,,,121.61991287878789,,,133.27058536585366,,,,,,,,,,159.08347513812154,,,,,,,108.591,,,,,,,,,,,,,,50.3,2.66087937451307,,,,,,,,,,103.7319236499069,,,,,,,,,,,,,,,,,,128.18682859909617,,,,,,,,127.50609991876524,,111.7919224137931,,,,,,,,,,,,,,,,,,126.69635766423356,,,,,,,,
2002,7,2002,7,,,,,,,,,,,,,,,,,,,122.15302651515152,,,133.0678699186992,,,,,,,,,,159.08347513812154,,,,,,,108.591,,,,,,,,,,,,,,49.75,1.8644072644305787,,,,,,,,,,103.89675418994412,,,,,,,,,,,,,,,,,,125.08807004519043,,,,,,,,125.29619902518276,,112.16764008620687,,,,,,,,,,,,,,,,,,126.59868300312826,,,,,,,,
2002,8,2002,8,,,,,,,,,,,,,,,,,,,121.64377651515152,,,132.8087154471545,,,,,,,,,,159.08347513812154,,,,,,,108.591,,,,,,,,,,,,,,49.72,1.8495706581977744,,,,,,,,,,103.82628491620112,,,,,,,,,,,,,,,,,,124.65722433828276,,,,,,,,125.29619902518276,,112.50619612068964,,,,,,,,,,,,,,,,,,126.59868300312826,,,,,,,,
2002,9,2002,9,,,,,,,,,,,,,,,,,,,121.63232196969696,,,133.09402439024393,,,,,,,,,,159.08347513812154,,,,,,,110.273,,,,,,,,,,,,,,49.76,2.523495443809609,,,,,,,,,,102.55532588454378,,,,,,,,,,,,,,,,,,124.73902420916718,,,,,,,,125.29619902518276,,112.15195258620687,,,,,,,,,,,,,,,,,,126.59868300312826,,,,,,,,
2002,10,2002,10,,,,,,,,,,,,,,,,,,,122.16114015151516,,,133.25908130081302,,,,,,,,,,159.08347513812154,,,,,,,113.721,,,,,,,,,,,,,,50.05,2.9418208437143045,,,,,,,,,,103.32507635009313,,,,,,,,,,,,,,,,,,125.99144318915428,,,,,,,,125.29619902518276,,112.8921724137931,,,,,,,,,,,,,,,,,,126.66437434827944,,,,,,,,
2002,11,2002,11,,,,,,,,,,,,,,,,,,,122.60070833333334,,,153.1402276422764,,,,,,,,,,159.08347513812154,,,,,,,115.678,,,,,,,,,,,,,,50.43,3.565982211445795,,,,,,,,,,104.11647299813782,,,,,,,,,,,,,,,,,,127.56685829567458,,,,,,,,125.29619902518276,,113.06278017241378,,,,,,,,,,,,,,,,,,126.6588164754953,,,,,,,,
